N5,71,って,tte,Casual quotation,https://bunpro.jp/grammar_points/%E3%81%A3%E3%81%A6
N5,72,Verbs (Non-past),verbs (non-past),(Non-past),https://bunpro.jp/grammar_points/verb-non-past
N5,73,Verb［た・ている］+ Noun,verb [ta / te iru] + noun,"Verb modified noun, Relative clause",https://bunpro.jp/grammar_points/verb-%E3%81%9F-noun
N5,74,の,no,Possessive use (Noun omission),https://bunpro.jp/grammar_points/%E3%81%AE-noun-ommission
N5,75,な,na,"Do not, Don't (Prohibitive)",https://bunpro.jp/grammar_points/%E3%81%AA
N5,76,だけ,dake,"Only, Just",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%91
N5,77,どれ,dore,Which (of three or more),https://bunpro.jp/grammar_points/%E3%81%A9%E3%82%8C
N5,78,どこ,doko,Where,https://bunpro.jp/grammar_points/%E3%81%A9%E3%81%93
N5,79,どの,dono,"Which (of three or more), What (kind)",https://bunpro.jp/grammar_points/%E3%81%A9%E3%81%AE
N5,80,ている②,te iru (2),"State of being, Has (have) done",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%84%E3%82%8B2
N5,81,てから,tekara,"Once...is done, Once...happens, After doing",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%8B%E3%82%89
N5,82,Verb + て+ B,verb + te + B,"And, And then, After that (sequence)",https://bunpro.jp/grammar_points/verb-%E3%81%A6-b
N5,83,もう,mou,"Already, Anymore",https://bunpro.jp/grammar_points/%E3%82%82%E3%81%86
N5,84,まだ,mada,"Still, Not yet",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%A0
N5,85,まだ～ていません,mada ~te imasen,Still haven't done (something),https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%A0-%E3%81%A6%E3%81%84%E3%81%BE%E3%81%9B%E3%82%93
N5,86,てもいい,temo ii,"It is alright/fine/okay even if, Can/may, ~ is also okay",https://bunpro.jp/grammar_points/%E3%81%A6%E3%82%82%E3%81%84%E3%81%84
N5,87,たい,tai,Want to do,https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%84
N5,88,たり～たりする,tari ~ tari suru,Things like ~ and ~,https://bunpro.jp/grammar_points/%E3%81%9F%E3%82%8A-%E3%81%9F%E3%82%8A%E3%81%99%E3%82%8B
N5,89,けっこう,kekkou,"Quite, A lot, Fairly, Rather",https://bunpro.jp/grammar_points/%E3%81%91%E3%81%A3%E3%81%93%E3%81%86
N5,90,たくさん,takusan,"Many, A lot of, Plenty, Enough",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%8F%E3%81%95%E3%82%93
N5,91,まえに,mae ni,"Before, In front of",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%88%E3%81%AB
N5,92,くらい ①,kurai (1),"About, Approximately",https://bunpro.jp/grammar_points/%E3%81%8F%E3%82%89%E3%81%841
N5,93,Noun + まで,noun + made,"Until, Till, To (but no further than)",https://bunpro.jp/grammar_points/noun-%E3%81%BE%E3%81%A7
N5,94,Verb + まで,verb + made,Until (something) happens,https://bunpro.jp/grammar_points/v-%E3%81%BE%E3%81%A7
N5,95,すぎる,sugiru,"Too much, Very",https://bunpro.jp/grammar_points/%E3%81%99%E3%81%8E%E3%82%8B
N5,96,にする,ni suru,"To decide on, To choose, To make something into, To view something as",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%99%E3%82%8B
N5,97,～になる・～くなる,~ni naru / ~ku naru,To become (Adjective),https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%AA%E3%82%8B-%E3%81%8F%E3%81%AA%E3%82%8B
N5,98,のなかで～がいちばん～,no naka de ~ ga ichiban ~,"Out of ~, ~ is the best/most ~",https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%AA%E3%81%8B%E3%81%A7-%E3%81%8C%E3%81%84%E3%81%A1%E3%81%B0%E3%82%93
N5,99,より～のほうが,yori ~ no hou ga,To be more ~ than ~,https://bunpro.jp/grammar_points/%E3%82%88%E3%82%8A-%E3%81%AE%E3%81%BB%E3%81%86%E3%81%8C
N5,100,なにか・なにも,nanika / nanimo,"Something, Nothing, Anything, Not anything, Some kind of, Not any kind of",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%AB%E3%81%8B-%E3%81%AA%E3%81%AB%E3%82%82
N5,101,誰か・どこか・誰も・どこも,dareka / dokoka / daremo / dokomo,"Someone, Somewhere, Not anyone, Not anywhere",https://bunpro.jp/grammar_points/%E8%AA%B0%E3%81%8B-%E3%81%A9%E3%81%93%E3%81%8B-%E8%AA%B0%E3%82%82-%E3%81%A9%E3%81%93%E3%82%82
N5,102,ましょう,mashou,"Let's, Shall we (Polite volitional)",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%97%E3%82%87%E3%81%86
N5,103,～ましょうか,~mashou ka,"Shall we, Shall I",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%97%E3%82%87%E3%81%86%E3%81%8B
N5,104,ませんか,masen ka,"Won't you, Would you not, Why don't we",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%9B%E3%82%93%E3%81%8B
N5,105,Verb + てもいい,verb + temo ii,"It's okay to, It's alright to, Can/may",https://bunpro.jp/grammar_points/verb-%E3%81%A6%E3%82%82%E3%81%84%E3%81%84
N5,106,てください,te kudasai,Please do (Polite request),https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84
N5,107,ないでください,naide kudasai,Please don't (Polite request),https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%84%E3%81%A7%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84
N5,108,てはいけない,te wa ikenai,"Must not, May not",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%AF%E3%81%84%E3%81%91%E3%81%AA%E3%81%84
N5,109,なくてはいけない,nakute wa ikenai,"Must do, Have to do",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8F%E3%81%A6%E3%81%AF%E3%81%84%E3%81%91%E3%81%AA%E3%81%84
N5,110,なくてはならない,nakute wa naranai,"Must do, Have to do",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8F%E3%81%A6%E3%81%AF%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84
N5,111,たほうがいい,ta hou ga ii,"It'd be better to, Should do",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%BB%E3%81%86%E3%81%8C%E3%81%84%E3%81%84
N5,112,ないほうがいい,nai hou ga ii,"It'd be better not to, Shouldn't do",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%84%E3%81%BB%E3%81%86%E3%81%8C%E3%81%84%E3%81%84
N5,113,なくちゃ・なきゃ,nakucha / nakya,"Must do, Have to do",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8F%E3%81%A1%E3%82%83-%E3%81%AA%E3%81%8D%E3%82%83
N5,114,や,ya,"Things like, And the like",https://bunpro.jp/grammar_points/%E3%82%84
N5,115,たことがある,ta koto ga aru,Have done before,https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%93%E3%81%A8%E3%81%8C%E3%81%82%E3%82%8B
N5,116,ている③,te iru (3),"Has/have done, Is ~ing (Repetition)",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%84%E3%82%8B3
N5,117,Adjective + て・Noun + で,adjective + te / noun + de,And... (Conjunctive),https://bunpro.jp/grammar_points/adjective-%E3%81%A6-noun-%E3%81%A7
N5,118,Adjective + て + B,adjective + te + B,"And..., Both and (Conjunctive)",https://bunpro.jp/grammar_points/adjective-%E3%81%A6-b
N5,119,のがへた,no ga heta,"To be bad at, Poor at, Unskillful",https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%8C%E3%81%B8%E3%81%9F
N5,120,のがじょうず,no ga jouzu,"To be good at, Proficient",https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%8C%E3%81%98%E3%82%87%E3%81%86%E3%81%9A
N5,121,Adjective + の(は),adjective + no (wa),The 'one' that... (Indefinite pronoun/ Adjective nominalization) / Adjective + の(は),https://bunpro.jp/grammar_points/adjective-%E3%81%AE-%E3%81%AF
N5,122,あげる,ageru,"To give (away), To present, To provide",https://bunpro.jp/grammar_points/%E3%81%82%E3%81%92%E3%82%8B
N5,123,くれる,kureru,"To give (me), To be given",https://bunpro.jp/grammar_points/%E3%81%8F%E3%82%8C%E3%82%8B
N5,124,もらう,morau,"To receive, To get, To obtain",https://bunpro.jp/grammar_points/%E3%82%82%E3%82%89%E3%81%86
N5,125,けれども,keredomo,"But, Although",https://bunpro.jp/grammar_points/%E3%81%91%E3%82%8C%E3%81%A9%E3%82%82
N5,126,つもりだ,tsumori da,"To plan to, To intend to",https://bunpro.jp/grammar_points/%E3%81%A4%E3%82%82%E3%82%8A%E3%81%A0
N4,1,でも,demo,"Or something, Any... (with question words), No matter (who)",https://bunpro.jp/grammar_points/%E3%81%A7%E3%82%82
N4,2,やすい,yasui,"Easy to, Likely to",https://bunpro.jp/grammar_points/%E3%82%84%E3%81%99%E3%81%84
N4,3,にくい,nikui,"Difficult to, Hard to",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%8F%E3%81%84
N4,4,だんだん,dandan,"Gradually, Little by little, Step by step",https://bunpro.jp/grammar_points/%E3%81%A0%E3%82%93%E3%81%A0%E3%82%93
N4,5,どんどん,dondon,"Progressively, Rapidly increasing, More and more",https://bunpro.jp/grammar_points/%E3%81%A9%E3%82%93%E3%81%A9%E3%82%93
N4,6,～ら,~ra,"We, Them, They, These, Those",https://bunpro.jp/grammar_points/%E3%82%89
N4,7,ていく,te iku,"To ~ and go, To go on, To start",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%84%E3%81%8F
N4,8,てくる,te kuru,"To come to, To become, To continue, To be starting to, Has been ~ing",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%8F%E3%82%8B
N4,9,かた,kata,"Way of ~ing, How to ~, Manner of ~ing",https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%9F
N4,10,だけで,dake de,"Just by, Just with",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%91%E3%81%A7
N4,11,だが・ですが,daga / desu ga,"But, Still, However, Nevertheless",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%8C%E3%83%BB%E3%81%A7%E3%81%99%E3%81%8C
N4,12,なくて,nakute,"To not ~ and ~, Not ~ and ~ (Conjugations)",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8F%E3%81%A6-conjunction
N4,13,なくて,nakute,"Not ~ and, Not so, Because not (Examples)",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8F%E3%81%A6
N4,14,ないで,naide,"Without doing, Not ~ and ~",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%84%E3%81%A7
N4,15,Verb［れる・られる］,verb [reru / rareru],"Was done to ~ by ~, Done without consent, Done to one's dismay",https://bunpro.jp/grammar_points/Verb%5Bpassive%5D
N4,16,他動詞・自動詞,tadoushi / jidoushi,Done through action vs. occurring on its own,https://bunpro.jp/grammar_points/transitive-intransitive-verbs
N4,17,なおす,naosu,"To do over, To redo",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8A%E3%81%99
N4,18,ということ,to iu koto,"~ing, The ~ that ~ (Nominalization)",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E3%81%93%E3%81%A8
N4,19,とき,toki,"When, At the time of",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%8D
N4,20,まず,mazu,"To start with, Firstly",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%9A
N4,21,まで,made,"Even, To even, To the extent of",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%A7
N4,22,までに,made ni,"By ~, By the time that ~, Before ~",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%A7%E3%81%AB
N4,23,また,mata,"Also, As well, Moreover, Again, Additionally",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%9F
N4,24,はじめる,hajimeru,"To start, To begin to",https://bunpro.jp/grammar_points/%E3%81%AF%E3%81%98%E3%82%81%E3%82%8B
N4,25,おわる,owaru,"To finish, To end",https://bunpro.jp/grammar_points/%E3%81%8A%E3%82%8F%E3%82%8B
N4,26,ごろ,goro,"Around, About",https://bunpro.jp/grammar_points/%E3%81%94%E3%82%8D
N4,27,あとで,ato de,"After, Later",https://bunpro.jp/grammar_points/%E3%81%82%E3%81%A8%E3%81%A7
N4,28,ていた,te ita,Was doing ~,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%84%E3%81%9F
N4,29,に (Frequency),ni (frequency),"Times (In each time period), Every, Frequency of",https://bunpro.jp/grammar_points/%E3%81%AB-frequency
N4,30,とうとう,toutou,"Finally, After all",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%86%E3%81%A8%E3%81%86
N4,31,より,yori,"More than, Over",https://bunpro.jp/grammar_points/%E3%82%88%E3%82%8A
N4,32,ごとに,gotoni,"Each, Every",https://bunpro.jp/grammar_points/%E3%81%94%E3%81%A8%E3%81%AB
N4,33,なるべく,narubeku,"As ~ as possible, Wherever practicable",https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%8B%E3%81%B9%E3%81%8F
N4,34,るところだ,ru tokoro da,"About to, On the verge of",https://bunpro.jp/grammar_points/%E3%82%8B%E3%81%A8%E3%81%93%E3%82%8D%E3%81%A0
N4,35,のに,noni,"Despite, Although, Even though",https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%AB-despite
N4,36,とおもう,to omou,I think,https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%8A%E3%82%82%E3%81%86
N4,37,など,nado,"Such as, Things like, Etc., And so on",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%A9
N4,38,みたい,mitai,"Like, Similar to, Resembling",https://bunpro.jp/grammar_points/%E3%81%BF%E3%81%9F%E3%81%84
N4,39,こと,koto,Converting a verb into a noun,https://bunpro.jp/grammar_points/%E3%81%93%E3%81%A8
N4,40,そう,sou,"Look like, Appear, Seem, Have a feeling that",https://bunpro.jp/grammar_points/%E3%81%9D%E3%81%86
N4,41,さ,sa,Converting adjectives to nouns,https://bunpro.jp/grammar_points/%E3%81%95
N4,42,とか～とか,toka ~ toka,"Among other things, For example, Such as",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%8B-%E3%81%A8%E3%81%8B
N4,43,そういう,sou iu,"Like that, Kind of",https://bunpro.jp/grammar_points/%E3%81%9D%E3%81%86%E3%81%84%E3%81%86
N4,44,Verb[よう],verb [you],"Let's, I shall (Casual volitional)",https://bunpro.jp/grammar_points/%E3%82%88%E3%81%86-%E3%81%8A%E3%81%86
N4,45,ようだ,you da,"It seems that, It appears that, It looks like",https://bunpro.jp/grammar_points/%E3%82%88%E3%81%86%E3%81%A0
N4,46,ぜんぜん,zenzen,(Not) at all,https://bunpro.jp/grammar_points/%E3%81%9C%E3%82%93%E3%81%9C%E3%82%93
N4,47,かな,kana,I wonder,https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%AA
N4,48,あまり～ない,amari ~ nai,"Not very, Not much, Not really, Hardly",https://bunpro.jp/grammar_points/%E3%81%82%E3%81%BE%E3%82%8A-%E3%81%AA%E3%81%84
N4,49,ば,ba,"If… then, (Conditional)",https://bunpro.jp/grammar_points/%E3%81%B0
N4,50,なら,nara,"Were it, If, If it's the case, As for (Conditional)",https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%89
N4,51,がる,garu,"To feel, To think, To act as if, To want, To desire",https://bunpro.jp/grammar_points/%E3%81%8C%E3%82%8B
N4,52,がする,ga suru,"To give off, Smell, Sound, Taste, Sensation",https://bunpro.jp/grammar_points/%E3%81%8C%E3%81%99%E3%82%8B
N4,53,たがる,tagaru,To want to (Third person),https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%8C%E3%82%8B
N4,54,かもしれない,kamoshirenai,"Might, Maybe, Probably",https://bunpro.jp/grammar_points/%E3%81%8B%E3%82%82%E3%81%97%E3%82%8C%E3%81%AA%E3%81%84
N4,55,みたいに・みたいな,mitai ni / mitai na,"Like, Similar to, Resembling",https://bunpro.jp/grammar_points/%E3%81%BF%E3%81%9F%E3%81%84%E3%81%AB-%E3%81%BF%E3%81%9F%E3%81%84%E3%81%AA
N4,56,そうに・そうな,sou ni / sou na,"Seem, Look like, Sound",https://bunpro.jp/grammar_points/%E3%81%9D%E3%81%86%E3%81%AB-%E3%81%9D%E3%81%86%E3%81%AA
N4,57,のように・のような,no you ni / no you na,"Like (Noun), Similar to (Noun)",https://bunpro.jp/grammar_points/%E3%81%AE%E3%82%88%E3%81%86%E3%81%AB-%E3%81%AE%E3%82%88%E3%81%86%E3%81%AA
N4,58,〜ようと思う・〜おうと思う,~you to omou / ~ou to omou,"I think I will, I think I shall, Going to, Gonna (Volitional + と思う)",https://bunpro.jp/grammar_points/%E3%82%88%E3%81%86%E3%81%A8%E6%80%9D%E3%81%86-%E3%81%8A%E3%81%86%E3%81%A8%E6%80%9D%E3%81%86
N4,59,～にする・～くする,~ni suru / ~ku suru,"Adjective + する, To make something/someone (more)",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%99%E3%82%8B-%E3%81%8F%E3%81%99%E3%82%8B
N4,60,といい,to ii,"I hope, I wish, You should, It would be good",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%84
N4,61,ようになる,you ni naru,"To reach the point that, To come to be that, To turn into",https://bunpro.jp/grammar_points/%E3%82%88%E3%81%86%E3%81%AB%E3%81%AA%E3%82%8B
N4,62,まい～のように,mai ~ no you ni,"Almost every ~, Nearly every ~, On a ~ basis",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%84-%E3%81%AE%E3%82%88%E3%81%86%E3%81%AB
N4,63,じゃないか,janaika,"Isn't it?, Is it not?",https://bunpro.jp/grammar_points/%E3%81%98%E3%82%83%E3%81%AA%E3%81%84%E3%81%8B
N4,64,らしい ①,rashii (1),"Seems like, Apparently, I heard",https://bunpro.jp/grammar_points/%E3%82%89%E3%81%97%E3%81%841
N4,65,ておく,te oku,To do something in advance,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%8A%E3%81%8F
N4,66,がほしい,ga hoshii,"To want something, To be in need of",https://bunpro.jp/grammar_points/%E3%81%8C%E3%81%BB%E3%81%97%E3%81%84
N4,67,てほしい,te hoshii,I want you to,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%BB%E3%81%97%E3%81%84
N4,68,ときいた,to kiita,I heard that,https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%8D%E3%81%84%E3%81%9F
N4,69,聞こえる,kikoeru,"To be audible, To sound (like), (Can) hear, To be heard",https://bunpro.jp/grammar_points/%E8%81%9E%E3%81%93%E3%81%88%E3%82%8B
N4,70,見える,mieru,"To be visible, To seem, To be in sight",https://bunpro.jp/grammar_points/%E8%A6%8B%E3%81%88%E3%82%8B
N4,71,だす,dasu,"To suddenly begin, To start doing",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%99
N4,72,～代,~dai,"Teens, Twenties, Thirties, 1910s, 20s/30s",https://bunpro.jp/grammar_points/%E4%BB%A3
N4,73,Number + も,number + mo,"Emphasis, As ~ as, Not even",https://bunpro.jp/grammar_points/number-%E3%82%82
N4,74,ほとんど,hotondo,"Almost all, Most, Hardly any, Few (Adverbial noun)",https://bunpro.jp/grammar_points/%E3%81%BB%E3%81%A8%E3%82%93%E3%81%A9
